VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
PX290601_Employment_State_United States_California__Represented_Unions_Percent_Employed,Labor force statistics for employees in California. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030505,,,,,
PX290601_Employment_State_United States_Colorado__Total_Employed,Labor force statistics for employees in Colorado. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030601,,,,,
PX290601_Employment_State_United States_Colorado__Members_Unions_Total,Labor force statistics for employees in Colorado. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030602,,,,,
PX290601_Employment_State_United States_Colorado__Members_Unions_Percent_Employed,Labor force statistics for employees in Colorado. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030603,,,,,
PX290601_Employment_State_United States_Colorado__Represented_Unions_Total,Labor force statistics for employees in Colorado. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030604,,,,,
PX290601_Employment_State_United States_Colorado__Represented_Unions_Percent_Employed,Labor force statistics for employees in Colorado. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030605,,,,,
PX290601_Employment_State_United States_Connecticut__Total_Employed,Labor force statistics for employees in Connecticut. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030701,,,,,
PX290601_Employment_State_United States_Connecticut__Members_Unions_Total,Labor force statistics for employees in Connecticut. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030702,,,,,
PX290601_Employment_State_United States_Connecticut__Members_Unions_Percent_Employed,Labor force statistics for employees in Connecticut. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030703,,,,,
PX290601_Employment_State_United States_Connecticut__Represented_Unions_Total,Labor force statistics for employees in Connecticut. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030704,,,,,
PX290601_Employment_State_United States_Connecticut__Represented_Unions_Percent_Employed,Labor force statistics for employees in Connecticut. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030705,,,,,
PX290601_Employment_State_United States_Delaware__Total_Employed,Labor force statistics for employees in Delaware. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030801,,,,,
PX290601_Employment_State_United States_Delaware__Members_Unions_Total,Labor force statistics for employees in Delaware. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030802,,,,,
PX290601_Employment_State_United States_Delaware__Members_Unions_Percent_Employed,Labor force statistics for employees in Delaware. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030803,,,,,
PX290601_Employment_State_United States_Delaware__Represented_Unions_Total,Labor force statistics for employees in Delaware. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030804,,,,,
PX290601_Employment_State_United States_Delaware__Represented_Unions_Percent_Employed,Labor force statistics for employees in Delaware. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030805,,,,,
PX290601_Employment_State_United States_District of Columbia__Total_Employed,Labor force statistics for employees in District of Columbia. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030901,,,,,
PX290601_Employment_State_United States_District of Columbia__Members_Unions_Total,Labor force statistics for employees in District of Columbia. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030902,,,,,
PX290601_Employment_State_United States_District of Columbia__Members_Unions_Percent_Employed,Labor force statistics for employees in District of Columbia. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030903,,,,,
PX290601_Employment_State_United States_District of Columbia__Represented_Unions_Total,Labor force statistics for employees in District of Columbia. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030904,,,,,
PX290601_Employment_State_United States_District of Columbia__Represented_Unions_Percent_Employed,Labor force statistics for employees in District of Columbia. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030905,,,,,
PX290601_Employment_State_United States_Florida__Total_Employed,Labor force statistics for employees in Florida. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031001,,,,,
PX290601_Employment_State_United States_Florida__Members_Unions_Total,Labor force statistics for employees in Florida. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031002,,,,,
PX290601_Employment_State_United States_Florida__Members_Unions_Percent_Employed,Labor force statistics for employees in Florida. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031003,,,,,
PX290601_Employment_State_United States_Florida__Represented_Unions_Total,Labor force statistics for employees in Florida. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031004,,,,,
PX290601_Employment_State_United States_Florida__Represented_Unions_Percent_Employed,Labor force statistics for employees in Florida. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031005,,,,,
PX290601_Employment_State_United States_Georgia__Total_Employed,Labor force statistics for employees in Georgia. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031101,,,,,
PX290601_Employment_State_United States_Georgia__Members_Unions_Total,Labor force statistics for employees in Georgia. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031102,,,,,
PX290601_Employment_State_United States_Georgia__Members_Unions_Percent_Employed,Labor force statistics for employees in Georgia. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031103,,,,,
PX290601_Employment_State_United States_Georgia__Represented_Unions_Total,Labor force statistics for employees in Georgia. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031104,,,,,
PX290601_Employment_State_United States_Georgia__Represented_Unions_Percent_Employed,Labor force statistics for employees in Georgia. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031105,,,,,
PX290601_Employment_State_United States_Hawaii__Total_Employed,Labor force statistics for employees in Hawaii. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031201,,,,,
PX290601_Employment_State_United States_Hawaii__Members_Unions_Total,Labor force statistics for employees in Hawaii. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031202,,,,,
PX290601_Employment_State_United States_Hawaii__Members_Unions_Percent_Employed,Labor force statistics for employees in Hawaii. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031203,,,,,
PX290601_Employment_State_United States_Hawaii__Represented_Unions_Total,Labor force statistics for employees in Hawaii. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031204,,,,,
PX290601_Employment_State_United States_Hawaii__Represented_Unions_Percent_Employed,Labor force statistics for employees in Hawaii. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031205,,,,,
PX290601_Employment_State_United States_Idaho__Total_Employed,Labor force statistics for employees in Idaho. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031301,,,,,
PX290601_Employment_State_United States_Idaho__Members_Unions_Total,Labor force statistics for employees in Idaho. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031302,,,,,
PX290601_Employment_State_United States_Idaho__Members_Unions_Percent_Employed,Labor force statistics for employees in Idaho. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031303,,,,,
PX290601_Employment_State_United States_Idaho__Represented_Unions_Total,Labor force statistics for employees in Idaho. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031304,,,,,
PX290601_Employment_State_United States_Idaho__Represented_Unions_Percent_Employed,Labor force statistics for employees in Idaho. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031305,,,,,
PX290601_Employment_State_United States_Illinois__Total_Employed,Labor force statistics for employees in Illinois. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031401,,,,,
PX290601_Employment_State_United States_Illinois__Members_Unions_Total,Labor force statistics for employees in Illinois. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031402,,,,,
PX290601_Employment_State_United States_Illinois__Members_Unions_Percent_Employed,Labor force statistics for employees in Illinois. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031403,,,,,
PX290601_Employment_State_United States_Illinois__Represented_Unions_Total,Labor force statistics for employees in Illinois. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031404,,,,,
PX290601_Employment_State_United States_Illinois__Represented_Unions_Percent_Employed,Labor force statistics for employees in Illinois. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031405,,,,,
PX290601_Employment_State_United States_Indiana__Total_Employed,Labor force statistics for employees in Indiana. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031501,,,,,
PX290601_Employment_State_United States_Indiana__Members_Unions_Total,Labor force statistics for employees in Indiana. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031502,,,,,
PX290601_Employment_State_United States_Indiana__Members_Unions_Percent_Employed,Labor force statistics for employees in Indiana. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031503,,,,,
PX290601_Employment_State_United States_Indiana__Represented_Unions_Total,Labor force statistics for employees in Indiana. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031504,,,,,
PX290601_Employment_State_United States_Indiana__Represented_Unions_Percent_Employed,Labor force statistics for employees in Indiana. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031505,,,,,
PX290601_Employment_State_United States_Iowa__Total_Employed,Labor force statistics for employees in Iowa. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031601,,,,,
PX290601_Employment_State_United States_Iowa__Members_Unions_Total,Labor force statistics for employees in Iowa. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031602,,,,,
PX290601_Employment_State_United States_Iowa__Members_Unions_Percent_Employed,Labor force statistics for employees in Iowa. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031603,,,,,
PX290601_Employment_State_United States_Iowa__Represented_Unions_Total,Labor force statistics for employees in Iowa. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031604,,,,,
PX290601_Employment_State_United States_Iowa__Represented_Unions_Percent_Employed,Labor force statistics for employees in Iowa. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031605,,,,,
PX290601_Employment_State_United States_Kansas__Total_Employed,Labor force statistics for employees in Kansas. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031701,,,,,
PX290601_Employment_State_United States_Kansas__Members_Unions_Total,Labor force statistics for employees in Kansas. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031702,,,,,
PX290601_Employment_State_United States_Kansas__Members_Unions_Percent_Employed,Labor force statistics for employees in Kansas. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031703,,,,,
PX290601_Employment_State_United States_Kansas__Represented_Unions_Total,Labor force statistics for employees in Kansas. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031704,,,,,
PX290601_Employment_State_United States_Kansas__Represented_Unions_Percent_Employed,Labor force statistics for employees in Kansas. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031705,,,,,
PX290601_Employment_State_United States_Kentucky__Total_Employed,Labor force statistics for employees in Kentucky. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031801,,,,,
PX290601_Employment_State_United States_Kentucky__Members_Unions_Total,Labor force statistics for employees in Kentucky. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031802,,,,,
PX290601_Employment_State_United States_Kentucky__Members_Unions_Percent_Employed,Labor force statistics for employees in Kentucky. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031803,,,,,
PX290601_Employment_State_United States_Kentucky__Represented_Unions_Total,Labor force statistics for employees in Kentucky. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031804,,,,,
PX290601_Employment_State_United States_Kentucky__Represented_Unions_Percent_Employed,Labor force statistics for employees in Kentucky. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031805,,,,,
PX290601_Employment_State_United States_Louisiana__Total_Employed,Labor force statistics for employees in Louisiana. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031901,,,,,
PX290601_Employment_State_United States_Louisiana__Members_Unions_Total,Labor force statistics for employees in Louisiana. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031902,,,,,
PX290601_Employment_State_United States_Louisiana__Members_Unions_Percent_Employed,Labor force statistics for employees in Louisiana. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031903,,,,,
PX290601_Employment_State_United States_Louisiana__Represented_Unions_Total,Labor force statistics for employees in Louisiana. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601031904,,,,,
PX290601_Employment_State_United States_Louisiana__Represented_Unions_Percent_Employed,Labor force statistics for employees in Louisiana. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601031905,,,,,
PX290601_Employment_State_United States_Maine__Total_Employed,Labor force statistics for employees in Maine. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032001,,,,,
PX290601_Employment_State_United States_Maine__Members_Unions_Total,Labor force statistics for employees in Maine. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032002,,,,,
PX290601_Employment_State_United States_Maine__Members_Unions_Percent_Employed,Labor force statistics for employees in Maine. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032003,,,,,
PX290601_Employment_State_United States_Maine__Represented_Unions_Total,Labor force statistics for employees in Maine. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032004,,,,,
PX290601_Employment_State_United States_Maine__Represented_Unions_Percent_Employed,Labor force statistics for employees in Maine. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032005,,,,,
PX290601_Employment_State_United States_Maryland__Total_Employed,Labor force statistics for employees in Maryland. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032101,,,,,
PX290601_Employment_State_United States_Maryland__Members_Unions_Total,Labor force statistics for employees in Maryland. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032102,,,,,
PX290601_Employment_State_United States_Maryland__Members_Unions_Percent_Employed,Labor force statistics for employees in Maryland. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032103,,,,,
PX290601_Employment_State_United States_Maryland__Represented_Unions_Total,Labor force statistics for employees in Maryland. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032104,,,,,
PX290601_Employment_State_United States_Maryland__Represented_Unions_Percent_Employed,Labor force statistics for employees in Maryland. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032105,,,,,
PX290601_Employment_State_United States_Massachusetts__Total_Employed,Labor force statistics for employees in Massachusetts. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032201,,,,,
PX290601_Employment_State_United States_Massachusetts__Members_Unions_Total,Labor force statistics for employees in Massachusetts. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032202,,,,,
PX290601_Employment_State_United States_Massachusetts__Members_Unions_Percent_Employed,Labor force statistics for employees in Massachusetts. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032203,,,,,
PX290601_Employment_State_United States_Massachusetts__Represented_Unions_Total,Labor force statistics for employees in Massachusetts. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032204,,,,,
PX290601_Employment_State_United States_Massachusetts__Represented_Unions_Percent_Employed,Labor force statistics for employees in Massachusetts. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032205,,,,,
PX290601_Employment_State_United States_Michigan__Total_Employed,Labor force statistics for employees in Michigan. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032301,,,,,
PX290601_Employment_State_United States_Michigan__Members_Unions_Total,Labor force statistics for employees in Michigan. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032302,,,,,
PX290601_Employment_State_United States_Michigan__Members_Unions_Percent_Employed,Labor force statistics for employees in Michigan. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032303,,,,,
PX290601_Employment_State_United States_Michigan__Represented_Unions_Total,Labor force statistics for employees in Michigan. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032304,,,,,
PX290601_Employment_State_United States_Michigan__Represented_Unions_Percent_Employed,Labor force statistics for employees in Michigan. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032305,,,,,
PX290601_Employment_State_United States_Minnesota__Total_Employed,Labor force statistics for employees in Minnesota. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032401,,,,,
PX290601_Employment_State_United States_Minnesota__Members_Unions_Total,Labor force statistics for employees in Minnesota. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032402,,,,,
PX290601_Employment_State_United States_Minnesota__Members_Unions_Percent_Employed,Labor force statistics for employees in Minnesota. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032403,,,,,
PX290601_Employment_State_United States_Minnesota__Represented_Unions_Total,Labor force statistics for employees in Minnesota. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032404,,,,,
PX290601_Employment_State_United States_Minnesota__Represented_Unions_Percent_Employed,Labor force statistics for employees in Minnesota. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032405,,,,,
PX290601_Employment_State_United States_Mississippi__Total_Employed,Labor force statistics for employees in Mississippi. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032501,,,,,
PX290601_Employment_State_United States_Mississippi__Members_Unions_Total,Labor force statistics for employees in Mississippi. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032502,,,,,
PX290601_Employment_State_United States_Mississippi__Members_Unions_Percent_Employed,Labor force statistics for employees in Mississippi. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032503,,,,,
PX290601_Employment_State_United States_Mississippi__Represented_Unions_Total,Labor force statistics for employees in Mississippi. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032504,,,,,
PX290601_Employment_State_United States_Mississippi__Represented_Unions_Percent_Employed,Labor force statistics for employees in Mississippi. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032505,,,,,
PX290601_Employment_State_United States_Missouri__Total_Employed,Labor force statistics for employees in Missouri. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032601,,,,,
PX290601_Employment_State_United States_Missouri__Members_Unions_Total,Labor force statistics for employees in Missouri. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032602,,,,,
PX290601_Employment_State_United States_Missouri__Members_Unions_Percent_Employed,Labor force statistics for employees in Missouri. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032603,,,,,
PX290601_Employment_State_United States_Missouri__Represented_Unions_Total,Labor force statistics for employees in Missouri. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032604,,,,,
PX290601_Employment_State_United States_Missouri__Represented_Unions_Percent_Employed,Labor force statistics for employees in Missouri. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032605,,,,,
PX290601_Employment_State_United States_Montana__Total_Employed,Labor force statistics for employees in Montana. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032701,,,,,
PX290601_Employment_State_United States_Montana__Members_Unions_Total,Labor force statistics for employees in Montana. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032702,,,,,
PX290601_Employment_State_United States_Montana__Members_Unions_Percent_Employed,Labor force statistics for employees in Montana. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032703,,,,,
PX290601_Employment_State_United States_Montana__Represented_Unions_Total,Labor force statistics for employees in Montana. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032704,,,,,
PX290601_Employment_State_United States_Montana__Represented_Unions_Percent_Employed,Labor force statistics for employees in Montana. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032705,,,,,
PX290601_Employment_State_United States_Nebraska__Total_Employed,Labor force statistics for employees in Nebraska. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032801,,,,,
PX290601_Employment_State_United States_Nebraska__Members_Unions_Total,Labor force statistics for employees in Nebraska. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032802,,,,,
PX290601_Employment_State_United States_Nebraska__Members_Unions_Percent_Employed,Labor force statistics for employees in Nebraska. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032803,,,,,
PX290601_Employment_State_United States_Nebraska__Represented_Unions_Total,Labor force statistics for employees in Nebraska. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032804,,,,,
PX290601_Employment_State_United States_Nebraska__Represented_Unions_Percent_Employed,Labor force statistics for employees in Nebraska. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032805,,,,,
PX290601_Employment_State_United States_Nevada__Total_Employed,Labor force statistics for employees in Nevada. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032901,,,,,
PX290601_Employment_State_United States_Nevada__Members_Unions_Total,Labor force statistics for employees in Nevada. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032902,,,,,
PX290601_Employment_State_United States_Nevada__Members_Unions_Percent_Employed,Labor force statistics for employees in Nevada. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032903,,,,,
PX290601_Employment_State_United States_Nevada__Represented_Unions_Total,Labor force statistics for employees in Nevada. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601032904,,,,,
PX290601_Employment_State_United States_Nevada__Represented_Unions_Percent_Employed,Labor force statistics for employees in Nevada. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601032905,,,,,
PX290601_Employment_State_United States_New Hampshire__Total_Employed,Labor force statistics for employees in New Hampshire. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033001,,,,,
PX290601_Employment_State_United States_New Hampshire__Members_Unions_Total,Labor force statistics for employees in New Hampshire. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033002,,,,,
PX290601_Employment_State_United States_New Hampshire__Members_Unions_Percent_Employed,Labor force statistics for employees in New Hampshire. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033003,,,,,
PX290601_Employment_State_United States_New Hampshire__Represented_Unions_Total,Labor force statistics for employees in New Hampshire. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033004,,,,,
PX290601_Employment_State_United States_New Hampshire__Represented_Unions_Percent_Employed,Labor force statistics for employees in New Hampshire. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033005,,,,,
PX290601_Employment_State_United States_New Jersey__Total_Employed,Labor force statistics for employees in New Jersey. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033101,,,,,
PX290601_Employment_State_United States_New Jersey__Members_Unions_Total,Labor force statistics for employees in New Jersey. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033102,,,,,
PX290601_Employment_State_United States_New Jersey__Members_Unions_Percent_Employed,Labor force statistics for employees in New Jersey. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033103,,,,,
PX290601_Employment_State_United States_New Jersey__Represented_Unions_Total,Labor force statistics for employees in New Jersey. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033104,,,,,
PX290601_Employment_State_United States_New Jersey__Represented_Unions_Percent_Employed,Labor force statistics for employees in New Jersey. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033105,,,,,
PX290601_Employment_State_United States_New Mexico__Total_Employed,Labor force statistics for employees in New Mexico. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033201,,,,,
PX290601_Employment_State_United States_New Mexico__Members_Unions_Total,Labor force statistics for employees in New Mexico. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033202,,,,,
PX290601_Employment_State_United States_New Mexico__Members_Unions_Percent_Employed,Labor force statistics for employees in New Mexico. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033203,,,,,
PX290601_Employment_State_United States_New Mexico__Represented_Unions_Total,Labor force statistics for employees in New Mexico. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033204,,,,,
PX290601_Employment_State_United States_New Mexico__Represented_Unions_Percent_Employed,Labor force statistics for employees in New Mexico. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033205,,,,,
PX290601_Employment_State_United States_New York__Total_Employed,Labor force statistics for employees in New York. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033301,,,,,
PX290601_Employment_State_United States_New York__Members_Unions_Total,Labor force statistics for employees in New York. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033302,,,,,
PX290601_Employment_State_United States_New York__Members_Unions_Percent_Employed,Labor force statistics for employees in New York. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033303,,,,,
PX290601_Employment_State_United States_New York__Represented_Unions_Total,Labor force statistics for employees in New York. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033304,,,,,
PX290601_Employment_State_United States_New York__Represented_Unions_Percent_Employed,Labor force statistics for employees in New York. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033305,,,,,
PX290601_Employment_State_United States_North Carolina__Total_Employed,Labor force statistics for employees in North Carolina. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033401,,,,,
PX290601_Employment_State_United States_North Carolina__Members_Unions_Total,Labor force statistics for employees in North Carolina. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033402,,,,,
