VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2M_DF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2M (UR2M) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101010100,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_DF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230200,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_DF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the distal facial (DF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230300,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230400,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230500,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mid-facial (MF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230600,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MeF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230700,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MeF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230800,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MeF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mesial-facial (MeF)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101230900,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MeL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231000,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MeL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231100,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_MeL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mesial-lingual (MeL)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231200,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_ML_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231300,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_ML_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231400,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_ML_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the mid-lingual (ML) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231500,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_DL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231600,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_DL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231700,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1M_DL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1M (LL1M) at the distal-lingual (DL) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101231800,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_DF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240100,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_DF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240200,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_DF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the distal facial (DF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240300,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240400,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240500,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mid-facial (MF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240600,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MeF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240700,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MeF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240800,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MeF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mesial-facial (MeF)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101240900,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MeL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241000,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MeL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241100,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_MeL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mesial-lingual (MeL)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241200,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_ML_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241300,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_ML_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241400,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_ML_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the mid-lingual (ML) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241500,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_DL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241600,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_DL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241700,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL2B_DL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 2B (LL2B) at the distal-lingual (DL) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101241800,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_DF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250100,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_DF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250200,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_DF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the distal facial (DF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250300,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_MF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250400,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_MF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250500,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_MF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the mid-facial (MF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250600,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_MeF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250700,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_LL1B_MeF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Lower Left 1B (LL1B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101250800,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
